30
(10.0,0.0,-10.0,0.31,0.09,0.35,0.0,0.0)
(-10.0,0.0,-10.0,0.31,0.09,0.35,0.0,0.0)
(-10.0,0.0,10.0,0.41,0.09,0.35,0.0,0.0)
(10.0,0.0,-10.0,0.31,0.09,0.35,0.0,0.0)
(-10.0,0.0,10.0,0.41,0.09,0.35,0.0,0.0)
(10.0,0.0,10.0,0.41,0.09,0.35,0.0,0.0)
(10.0,10.0,-10.0,0.04,0.11,0.24,0.0,0.0)
(10.0,0.0,-10.0,0.04,0.11,0.24,0.0,0.0)
(10.0,0.0,10.0,0.04,0.11,0.34,0.0,0.0)
(10.0,10.0,-10.0,0.04,0.11,0.24,0.0,0.0)
(10.0,0.0,10.0,0.04,0.11,0.34,0.0,0.0)
(10.0,10.0,10.0,0.04,0.11,0.34,0.0,0.0)
(10.0,10.0,10.0,0.04,0.11,0.34,0.0,0.0)
(10.0,0.0,10.0,0.04,0.11,0.34,0.0,0.0)
(-10.0,0.0,10.0,0.04,0.11,0.34,0.0,0.0)
(10.0,10.0,10.0,0.04,0.11,0.34,0.0,0.0)
(-10.0,0.0,10.0,0.04,0.11,0.34,0.0,0.0)
(-10.0,10.0,10.0,0.04,0.11,0.34,0.0,0.0)
(-10.0,10.0,10.0,0.04,0.11,0.34,0.0,0.0)
(-10.0,0.0,10.0,0.04,0.11,0.34,0.0,0.0)
(-10.0,0.0,-10.0,0.04,0.11,0.24,0.0,0.0)
(-10.0,10.0,10.0,0.04,0.11,0.34,0.0,0.0)
(-10.0,0.0,-10.0,0.04,0.11,0.24,0.0,0.0)
(-10.0,10.0,-10.0,0.04,0.11,0.24,0.0,0.0)
(10.0,10.0,-10.0,0.04,0.11,0.24,0.0,0.0)
(-10.0,10.0,-10.0,0.04,0.11,0.24,0.0,0.0)
(-10.0,10.0,10.0,0.04,0.11,0.34,0.0,0.0)
(10.0,10.0,-10.0,0.04,0.11,0.24,0.0,0.0)
(-10.0,10.0,10.0,0.04,0.11,0.34,0.0,0.0)
(10.0,10.0,10.0,0.04,0.11,0.34,0.0,0.0)
